('Epochs; batch_size; layer1; layer2; func1; func2; func_out', accuracy)
('20; 750; 112; 16; sigmoid; relu; sigmoid', 0.67133147)
('20; 500; 112; 32; sigmoid; sigmoid; softmax', 0.67093164)
('30; 750; 112; 32; sigmoid; relu; softmax', 0.6708317)
('30; 500; 96; 48; sigmoid; sigmoid; sigmoid', 0.6705318)
('20; 500; 112; 48; sigmoid; sigmoid; softmax', 0.6703319)
('30; 1000; 80; 16; sigmoid; relu; sigmoid', 0.67003196)
('30; 500; 96; 48; relu; sigmoid; softmax', 0.669932)
('10; 1000; 96; 32; sigmoid; sigmoid; softmax', 0.669932)
('30; 250; 64; 48; relu; sigmoid; softmax', 0.6694322)
('20; 750; 96; 32; relu; sigmoid; sigmoid', 0.66893244)
('20; 1000; 128; 16; sigmoid; relu; softmax', 0.6688325)
('10; 250; 96; 32; sigmoid; relu; sigmoid', 0.6687325)
('20; 750; 64; 64; sigmoid; relu; sigmoid', 0.6683327)
('20; 750; 96; 48; relu; sigmoid; softmax', 0.6682327)
('10; 500; 96; 16; sigmoid; relu; softmax', 0.6682327)
('30; 500; 112; 32; sigmoid; relu; softmax', 0.6677329)
('10; 1000; 80; 48; relu; relu; softmax', 0.667533)
('10; 250; 96; 32; sigmoid; sigmoid; sigmoid', 0.6672331)
('20; 500; 64; 64; relu; sigmoid; softmax', 0.66713315)
('20; 750; 112; 16; sigmoid; relu; softmax', 0.66693324)
('30; 500; 80; 64; relu; sigmoid; softmax', 0.66693324)
('10; 250; 96; 48; sigmoid; relu; softmax', 0.6665334)
('10; 750; 80; 32; sigmoid; relu; relu', 0.6665334)
('20; 750; 80; 48; sigmoid; relu; softmax', 0.66643345)
('30; 750; 96; 48; sigmoid; sigmoid; sigmoid', 0.6662335)
('20; 750; 112; 64; relu; sigmoid; sigmoid', 0.66563374)
('20; 250; 80; 32; sigmoid; sigmoid; softmax', 0.6652339)
('30; 250; 64; 48; relu; sigmoid; sigmoid', 0.6652339)
('20; 500; 96; 32; sigmoid; sigmoid; sigmoid', 0.665034)
('10; 500; 128; 48; relu; relu; softmax', 0.6648341)
('20; 500; 80; 64; sigmoid; relu; sigmoid', 0.6648341)
('30; 750; 128; 32; sigmoid; relu; sigmoid', 0.66463417)
('20; 750; 80; 48; sigmoid; sigmoid; sigmoid', 0.66443425)
('30; 250; 96; 16; sigmoid; sigmoid; softmax', 0.6642343)
('20; 500; 128; 32; sigmoid; relu; sigmoid', 0.6641343)
('30; 500; 64; 32; sigmoid; sigmoid; softmax', 0.66403437)
('30; 500; 96; 32; sigmoid; relu; sigmoid', 0.6635346)
('10; 500; 64; 16; sigmoid; relu; softmax', 0.6632347)
('30; 500; 80; 64; sigmoid; relu; softmax', 0.66293484)
('10; 250; 80; 64; sigmoid; relu; softmax', 0.6627349)
('20; 250; 96; 64; sigmoid; relu; softmax', 0.66163534)
('10; 750; 80; 32; relu; sigmoid; softmax', 0.6615354)
('10; 750; 128; 48; sigmoid; sigmoid; softmax', 0.6612355)
('30; 750; 112; 64; sigmoid; relu; sigmoid', 0.6607357)
('10; 1000; 112; 64; sigmoid; relu; softmax', 0.6605358)
('10; 1000; 64; 64; sigmoid; relu; softmax', 0.6605358)
('10; 500; 64; 48; sigmoid; relu; sigmoid', 0.66033584)
('30; 1000; 96; 64; relu; sigmoid; softmax', 0.6602359)
('20; 250; 80; 48; relu; sigmoid; sigmoid', 0.66003597)
('20; 750; 128; 64; sigmoid; sigmoid; sigmoid', 0.65913635)
('30; 1000; 128; 32; sigmoid; sigmoid; softmax', 0.6590364)
('30; 500; 64; 64; sigmoid; relu; sigmoid', 0.6590364)
('10; 500; 80; 32; sigmoid; relu; softmax', 0.65893644)
('20; 1000; 96; 16; relu; sigmoid; softmax', 0.65863657)
('20; 750; 96; 64; sigmoid; relu; sigmoid', 0.6584366)
('10; 500; 64; 48; sigmoid; relu; softmax', 0.6584366)
('30; 750; 64; 32; sigmoid; relu; softmax', 0.6577369)
('20; 250; 80; 64; relu; sigmoid; sigmoid', 0.657537)
('20; 750; 128; 32; sigmoid; sigmoid; softmax', 0.65713716)
('10; 750; 80; 64; sigmoid; relu; sigmoid', 0.65603757)
('20; 750; 128; 16; sigmoid; sigmoid; softmax', 0.65563774)
('30; 500; 112; 64; sigmoid; sigmoid; sigmoid', 0.6555378)
('10; 500; 96; 64; sigmoid; sigmoid; softmax', 0.6548381)
('20; 1000; 96; 64; sigmoid; relu; softmax', 0.6548381)
('30; 1000; 80; 32; sigmoid; relu; softmax', 0.6546382)
('10; 250; 64; 48; sigmoid; relu; softmax', 0.6545382)
('10; 500; 96; 64; relu; relu; softmax', 0.6544382)
('30; 250; 128; 48; sigmoid; sigmoid; softmax', 0.65433824)
('10; 250; 128; 16; sigmoid; relu; softmax', 0.6542383)
('20; 500; 96; 64; sigmoid; sigmoid; softmax', 0.6542383)
('30; 1000; 112; 48; sigmoid; sigmoid; sigmoid', 0.6541383)
('30; 1000; 128; 48; sigmoid; sigmoid; softmax', 0.6539384)
('10; 500; 64; 64; sigmoid; sigmoid; softmax', 0.652439)
('10; 500; 128; 64; sigmoid; relu; sigmoid', 0.6522391)
('30; 750; 128; 64; sigmoid; relu; softmax', 0.6522391)
('10; 250; 128; 32; sigmoid; sigmoid; softmax', 0.6521391)
('10; 250; 80; 32; sigmoid; sigmoid; softmax', 0.6521391)
('30; 1000; 112; 48; sigmoid; sigmoid; softmax', 0.65183926)
('30; 750; 80; 16; sigmoid; relu; sigmoid', 0.6517393)
('10; 750; 80; 48; sigmoid; relu; softmax', 0.6507397)
('20; 500; 128; 32; sigmoid; sigmoid; sigmoid', 0.65053976)
('20; 750; 96; 64; sigmoid; sigmoid; sigmoid', 0.65053976)
('20; 750; 80; 32; sigmoid; relu; sigmoid', 0.65053976)
('10; 250; 64; 16; sigmoid; relu; softmax', 0.6504398)
('10; 250; 80; 64; sigmoid; sigmoid; sigmoid', 0.6501399)
('10; 500; 112; 48; sigmoid; relu; sigmoid', 0.64984006)
('30; 750; 112; 48; relu; relu; softmax', 0.64984006)
('30; 500; 80; 32; sigmoid; sigmoid; sigmoid', 0.6497401)
('30; 750; 112; 32; sigmoid; sigmoid; sigmoid', 0.6494402)
('20; 750; 64; 16; sigmoid; relu; sigmoid', 0.6494402)
('10; 750; 96; 32; sigmoid; relu; softmax', 0.6493403)
('10; 250; 128; 48; relu; relu; softmax', 0.6492403)
('20; 750; 128; 48; sigmoid; relu; sigmoid', 0.64874053)
('20; 500; 128; 48; sigmoid; sigmoid; softmax', 0.64834064)
('20; 750; 112; 48; sigmoid; sigmoid; softmax', 0.647441)
('30; 1000; 80; 48; sigmoid; relu; softmax', 0.647441)
('20; 1000; 80; 48; relu; sigmoid; softmax', 0.6473411)
('20; 750; 80; 64; sigmoid; relu; softmax', 0.6472411)
('20; 750; 64; 32; sigmoid; sigmoid; softmax', 0.6470412)
('30; 1000; 96; 48; sigmoid; sigmoid; softmax', 0.64694124)
('20; 250; 96; 48; sigmoid; relu; sigmoid', 0.6466413)
('20; 1000; 112; 32; sigmoid; relu; sigmoid', 0.6455418)
('30; 750; 96; 32; sigmoid; sigmoid; sigmoid', 0.64544183)
('10; 250; 112; 64; sigmoid; relu; softmax', 0.645042)
('30; 1000; 112; 64; relu; sigmoid; sigmoid', 0.64494205)
('30; 1000; 128; 64; relu; sigmoid; softmax', 0.6444422)
('10; 500; 80; 64; sigmoid; relu; softmax', 0.6444422)
('20; 500; 96; 48; sigmoid; relu; sigmoid', 0.6442423)
('10; 250; 64; 64; sigmoid; relu; sigmoid', 0.6440424)
('20; 1000; 96; 64; sigmoid; relu; sigmoid', 0.64364254)
('10; 750; 64; 32; sigmoid; relu; softmax', 0.64344263)
('10; 250; 64; 32; relu; sigmoid; softmax', 0.64314276)
('10; 250; 112; 16; sigmoid; sigmoid; softmax', 0.64294285)
('30; 250; 96; 64; relu; sigmoid; softmax', 0.64254296)
('10; 750; 112; 32; sigmoid; sigmoid; softmax', 0.64234304)
('30; 500; 96; 48; sigmoid; sigmoid; softmax', 0.64234304)
('30; 750; 112; 32; sigmoid; relu; sigmoid', 0.6422431)
('20; 500; 64; 64; sigmoid; relu; softmax', 0.64214313)
('10; 500; 128; 64; sigmoid; relu; softmax', 0.64164335)
('20; 1000; 64; 32; relu; sigmoid; softmax', 0.6413435)
('20; 500; 80; 64; relu; sigmoid; sigmoid', 0.64114356)
('10; 750; 112; 64; sigmoid; relu; sigmoid', 0.64094365)
('30; 500; 128; 48; sigmoid; sigmoid; sigmoid', 0.6406437)
('20; 1000; 80; 64; relu; sigmoid; softmax', 0.64054376)
('20; 1000; 64; 64; relu; sigmoid; softmax', 0.6402439)
('30; 750; 128; 48; relu; sigmoid; sigmoid', 0.64014393)
('10; 750; 80; 64; sigmoid; relu; softmax', 0.64014393)
('10; 500; 64; 48; relu; sigmoid; sigmoid', 0.6397441)
('10; 250; 112; 48; sigmoid; relu; softmax', 0.63944423)
('10; 250; 96; 64; sigmoid; sigmoid; softmax', 0.6392443)
('10; 750; 80; 32; sigmoid; relu; softmax', 0.6379448)
('20; 500; 80; 32; relu; relu; softmax', 0.637545)
('10; 250; 64; 64; sigmoid; relu; softmax', 0.637545)
('10; 250; 128; 64; sigmoid; sigmoid; softmax', 0.6373451)
('20; 500; 80; 16; sigmoid; sigmoid; softmax', 0.6372451)
('20; 250; 64; 16; sigmoid; sigmoid; softmax', 0.63714516)
('20; 250; 128; 64; relu; sigmoid; softmax', 0.63694525)
('20; 250; 80; 48; sigmoid; relu; softmax', 0.6366453)
('30; 500; 80; 32; relu; sigmoid; sigmoid', 0.63654536)
('10; 750; 112; 16; sigmoid; sigmoid; softmax', 0.6364454)
('10; 250; 80; 64; sigmoid; sigmoid; softmax', 0.63634545)
('20; 250; 128; 16; sigmoid; sigmoid; softmax', 0.63564575)
('20; 500; 96; 16; sigmoid; relu; softmax', 0.6355458)
('30; 500; 128; 32; sigmoid; sigmoid; softmax', 0.6348461)
('30; 250; 96; 16; sigmoid; relu; softmax', 0.6348461)
('20; 1000; 128; 48; relu; relu; softmax', 0.6342463)
('20; 500; 64; 32; sigmoid; relu; softmax', 0.6340464)
('20; 500; 112; 48; sigmoid; sigmoid; sigmoid', 0.63384646)
('30; 750; 80; 64; sigmoid; sigmoid; sigmoid', 0.63384646)
('20; 750; 112; 64; sigmoid; sigmoid; sigmoid', 0.63314676)
('20; 500; 112; 64; relu; sigmoid; sigmoid', 0.6326469)
('10; 250; 80; 48; sigmoid; relu; sigmoid', 0.6326469)
('30; 750; 80; 48; sigmoid; sigmoid; softmax', 0.6322471)
('20; 250; 96; 64; sigmoid; sigmoid; sigmoid', 0.63084763)
('20; 750; 128; 48; relu; sigmoid; softmax', 0.6307477)
('30; 250; 80; 48; sigmoid; sigmoid; softmax', 0.63014793)
('10; 1000; 80; 32; sigmoid; relu; softmax', 0.630048)
('30; 1000; 128; 64; sigmoid; sigmoid; softmax', 0.62964815)
('30; 750; 112; 48; relu; sigmoid; softmax', 0.62964815)
('10; 750; 64; 64; sigmoid; relu; sigmoid', 0.62914836)
('20; 500; 64; 48; sigmoid; relu; sigmoid', 0.62894845)
('10; 500; 80; 48; sigmoid; relu; sigmoid', 0.6287485)
('10; 1000; 80; 48; sigmoid; relu; sigmoid', 0.6284486)
('10; 500; 80; 32; sigmoid; relu; sigmoid', 0.62744904)
('10; 750; 112; 32; sigmoid; relu; sigmoid', 0.62714916)
('10; 750; 128; 16; sigmoid; relu; softmax', 0.6269492)
('10; 500; 128; 64; sigmoid; sigmoid; sigmoid', 0.6267493)
('30; 500; 112; 64; relu; sigmoid; softmax', 0.6264494)
('10; 500; 80; 64; sigmoid; relu; sigmoid', 0.6264494)
('30; 500; 96; 48; sigmoid; relu; sigmoid', 0.62634945)
('20; 750; 80; 64; sigmoid; sigmoid; sigmoid', 0.6260496)
('20; 750; 96; 16; sigmoid; relu; softmax', 0.62584966)
('10; 250; 80; 48; sigmoid; sigmoid; softmax', 0.62544984)
('10; 1000; 80; 64; sigmoid; relu; softmax', 0.6253499)
('30; 500; 112; 48; sigmoid; sigmoid; softmax', 0.62514997)
('20; 750; 80; 32; sigmoid; sigmoid; sigmoid', 0.62495)
('10; 500; 128; 32; sigmoid; relu; sigmoid', 0.62435025)
('10; 250; 80; 64; sigmoid; relu; sigmoid', 0.62435025)
('10; 750; 64; 32; sigmoid; relu; sigmoid', 0.6239504)
('20; 750; 64; 32; sigmoid; relu; sigmoid', 0.6226509)
('30; 1000; 96; 48; relu; relu; softmax', 0.6222511)
('30; 750; 128; 32; sigmoid; sigmoid; softmax', 0.6219512)
('30; 1000; 128; 64; sigmoid; sigmoid; sigmoid', 0.62185127)
('10; 250; 96; 48; sigmoid; sigmoid; softmax', 0.62165135)
('30; 1000; 96; 32; sigmoid; sigmoid; softmax', 0.62165135)
('30; 500; 64; 32; sigmoid; sigmoid; sigmoid', 0.62165135)
('20; 500; 112; 32; relu; relu; softmax', 0.6215514)
('20; 500; 96; 32; sigmoid; relu; sigmoid', 0.62085164)
('20; 750; 96; 16; sigmoid; softmax; softmax', 0.61965215)
('30; 1000; 96; 16; sigmoid; sigmoid; softmax', 0.6195522)
('10; 750; 64; 64; relu; sigmoid; sigmoid', 0.61945224)
('30; 1000; 64; 64; sigmoid; relu; sigmoid', 0.61915237)
('20; 250; 64; 64; sigmoid; sigmoid; sigmoid', 0.6189524)
('30; 500; 64; 32; sigmoid; relu; sigmoid', 0.61835265)
('20; 500; 64; 48; sigmoid; relu; softmax', 0.61705315)
('20; 500; 80; 48; sigmoid; relu; softmax', 0.6169532)
('30; 250; 112; 32; sigmoid; sigmoid; sigmoid', 0.61685324)
('10; 1000; 128; 16; sigmoid; relu; softmax', 0.6164534)
('20; 1000; 112; 16; sigmoid; relu; softmax', 0.6160536)
('20; 500; 80; 64; sigmoid; sigmoid; sigmoid', 0.614954)
('30; 500; 128; 64; sigmoid; sigmoid; softmax', 0.6144542)
('10; 750; 64; 16; sigmoid; relu; sigmoid', 0.6144542)
('30; 500; 112; 48; sigmoid; relu; softmax', 0.61345464)
('20; 750; 64; 48; sigmoid; relu; softmax', 0.61345464)
('10; 750; 128; 64; sigmoid; sigmoid; softmax', 0.6132547)
('20; 1000; 64; 48; relu; sigmoid; sigmoid', 0.6131547)
('10; 750; 128; 32; sigmoid; relu; sigmoid', 0.61305475)
('30; 1000; 64; 16; sigmoid; sigmoid; softmax', 0.6122551)
('30; 500; 96; 16; sigmoid; sigmoid; softmax', 0.6119552)
('10; 1000; 64; 32; sigmoid; relu; softmax', 0.6119552)
('30; 1000; 64; 64; sigmoid; sigmoid; sigmoid', 0.6117553)
('10; 250; 96; 48; sigmoid; relu; sigmoid', 0.61165535)
('10; 1000; 80; 48; sigmoid; relu; softmax', 0.6112555)
('10; 1000; 112; 32; sigmoid; relu; softmax', 0.61055577)
('10; 750; 80; 48; sigmoid; sigmoid; softmax', 0.61055577)
('30; 750; 128; 16; sigmoid; sigmoid; softmax', 0.609956)
('10; 750; 96; 48; sigmoid; sigmoid; softmax', 0.6097561)
('20; 1000; 80; 64; relu; sigmoid; sigmoid', 0.60965616)
('10; 250; 96; 64; relu; sigmoid; softmax', 0.6091563)
('30; 500; 64; 64; sigmoid; relu; softmax', 0.6080568)
('10; 1000; 96; 32; relu; relu; softmax', 0.6079568)
('10; 250; 64; 32; sigmoid; relu; softmax', 0.6077569)
('20; 1000; 80; 64; sigmoid; relu; sigmoid', 0.60745704)
('30; 500; 64; 48; relu; sigmoid; sigmoid', 0.60745704)
('30; 500; 64; 32; sigmoid; relu; softmax', 0.60745704)
('20; 1000; 80; 32; sigmoid; relu; sigmoid', 0.6073571)
('10; 500; 64; 16; relu; sigmoid; softmax', 0.6073571)
('20; 250; 112; 16; sigmoid; relu; softmax', 0.6071571)
('10; 250; 80; 48; relu; sigmoid; softmax', 0.6071571)
('10; 500; 128; 48; sigmoid; sigmoid; softmax', 0.6064574)
('20; 1000; 112; 32; relu; relu; softmax', 0.6055578)
('30; 500; 80; 16; sigmoid; relu; sigmoid', 0.60485804)
('10; 500; 112; 32; sigmoid; relu; sigmoid', 0.6047581)
('20; 750; 128; 32; sigmoid; sigmoid; sigmoid', 0.60455817)
('30; 500; 64; 64; relu; sigmoid; softmax', 0.60345864)
('20; 1000; 96; 32; sigmoid; relu; softmax', 0.6019592)
('20; 750; 80; 48; sigmoid; sigmoid; softmax', 0.6018593)
('20; 500; 128; 48; relu; sigmoid; softmax', 0.60105956)
('20; 750; 64; 16; relu; sigmoid; softmax', 0.6007597)
('10; 750; 128; 32; sigmoid; softmax; relu', 0.60006)
('30; 250; 112; 16; sigmoid; relu; softmax', 0.5995602)
('20; 250; 64; 16; sigmoid; relu; softmax', 0.59946024)
('10; 750; 128; 32; sigmoid; relu; softmax', 0.5993602)
('30; 250; 64; 16; sigmoid; sigmoid; softmax', 0.59906036)
('20; 250; 112; 16; sigmoid; relu; sigmoid', 0.5980608)
('30; 500; 64; 48; sigmoid; sigmoid; sigmoid', 0.5978609)
('20; 750; 112; 16; sigmoid; sigmoid; softmax', 0.597561)
('30; 750; 80; 64; relu; sigmoid; sigmoid', 0.597561)
('10; 250; 128; 32; sigmoid; relu; softmax', 0.59706116)
('20; 1000; 64; 32; sigmoid; relu; softmax', 0.5965614)
('10; 500; 112; 64; sigmoid; relu; sigmoid', 0.59616154)
('20; 500; 96; 48; sigmoid; relu; softmax', 0.59566176)
('20; 750; 128; 48; sigmoid; sigmoid; sigmoid', 0.5951619)
('10; 500; 64; 64; relu; sigmoid; sigmoid', 0.59486204)
('10; 1000; 128; 32; relu; relu; softmax', 0.59436226)
('20; 500; 96; 16; sigmoid; softmax; softmax', 0.5942623)
('10; 250; 128; 64; sigmoid; sigmoid; sigmoid', 0.59396243)
('30; 750; 128; 48; relu; sigmoid; softmax', 0.59396243)
('20; 750; 112; 32; sigmoid; relu; sigmoid', 0.59396243)
('30; 500; 128; 16; sigmoid; sigmoid; softmax', 0.5937625)
('30; 500; 112; 32; sigmoid; relu; sigmoid', 0.59286284)
('20; 500; 64; 64; sigmoid; sigmoid; sigmoid', 0.59286284)
('30; 1000; 80; 64; sigmoid; sigmoid; softmax', 0.59236306)
('10; 750; 80; 16; sigmoid; relu; sigmoid', 0.59236306)
('30; 500; 128; 64; sigmoid; relu; softmax', 0.5915634)
('20; 500; 128; 48; sigmoid; relu; sigmoid', 0.59136343)
('20; 250; 112; 48; sigmoid; relu; softmax', 0.5909636)
('10; 500; 80; 64; relu; sigmoid; softmax', 0.5907637)
('20; 250; 80; 16; sigmoid; relu; softmax', 0.5907637)
('20; 1000; 64; 16; sigmoid; relu; softmax', 0.5897641)
('10; 500; 64; 64; sigmoid; relu; softmax', 0.58866453)
('10; 1000; 64; 48; sigmoid; relu; softmax', 0.58866453)
('30; 500; 64; 16; sigmoid; relu; sigmoid', 0.58816475)
('30; 1000; 112; 48; relu; sigmoid; softmax', 0.5880648)
('20; 500; 64; 64; sigmoid; relu; sigmoid', 0.58796483)
('20; 1000; 128; 16; sigmoid; relu; sigmoid', 0.5869652)
('20; 500; 112; 32; sigmoid; sigmoid; sigmoid', 0.58666533)
('20; 500; 64; 48; sigmoid; sigmoid; softmax', 0.58666533)
('30; 1000; 64; 64; sigmoid; relu; softmax', 0.5857657)
('30; 1000; 128; 16; sigmoid; relu; sigmoid', 0.58556575)
('10; 1000; 80; 64; sigmoid; sigmoid; softmax', 0.5847661)
('20; 1000; 96; 16; sigmoid; relu; sigmoid', 0.5845662)
('10; 250; 64; 64; sigmoid; sigmoid; softmax', 0.5844662)
('20; 500; 112; 48; relu; sigmoid; softmax', 0.58436626)
('20; 750; 112; 48; relu; sigmoid; softmax', 0.5837665)
('10; 750; 64; 64; relu; sigmoid; softmax', 0.58306676)
('20; 500; 64; 64; relu; sigmoid; sigmoid', 0.5829668)
('10; 500; 96; 48; sigmoid; relu; softmax', 0.58266693)
('20; 750; 64; 16; sigmoid; softmax; softmax', 0.582467)
('30; 1000; 112; 48; relu; sigmoid; sigmoid', 0.58236706)
('30; 500; 112; 64; sigmoid; relu; softmax', 0.58216715)
('20; 1000; 96; 16; sigmoid; relu; softmax', 0.5820672)
('20; 1000; 80; 48; sigmoid; sigmoid; sigmoid', 0.5817673)
('20; 500; 80; 16; sigmoid; relu; sigmoid', 0.5814674)
('30; 1000; 80; 48; relu; sigmoid; sigmoid', 0.5811675)
('10; 1000; 112; 48; sigmoid; sigmoid; softmax', 0.58106756)
('30; 500; 112; 32; sigmoid; sigmoid; softmax', 0.5809676)
('20; 250; 64; 48; relu; sigmoid; softmax', 0.58066773)
('20; 1000; 80; 64; sigmoid; sigmoid; softmax', 0.5804678)
('30; 750; 128; 48; sigmoid; relu; sigmoid', 0.58036786)
('10; 1000; 80; 16; sigmoid; relu; softmax', 0.5798681)
('30; 500; 64; 32; relu; sigmoid; softmax', 0.57936823)
('10; 1000; 128; 64; relu; sigmoid; softmax', 0.5782687)
('10; 250; 112; 16; sigmoid; relu; softmax', 0.57816875)
('20; 500; 128; 64; sigmoid; relu; sigmoid', 0.57796884)
('30; 500; 128; 16; sigmoid; relu; softmax', 0.577469)
('20; 1000; 96; 64; sigmoid; sigmoid; sigmoid', 0.5771691)
('10; 500; 112; 48; sigmoid; softmax; sigmoid', 0.5758697)
('30; 750; 64; 48; sigmoid; relu; sigmoid', 0.5754698)
('20; 750; 128; 64; relu; sigmoid; sigmoid', 0.5738705)
('20; 250; 128; 16; sigmoid; sigmoid; sigmoid', 0.5738705)
('20; 750; 112; 32; sigmoid; sigmoid; sigmoid', 0.5738705)
('10; 1000; 64; 64; relu; sigmoid; sigmoid', 0.57307076)
('20; 500; 80; 48; sigmoid; sigmoid; sigmoid', 0.57267094)
('20; 250; 112; 48; relu; sigmoid; softmax', 0.57237107)
('30; 500; 80; 48; sigmoid; sigmoid; softmax', 0.5722711)
('20; 750; 80; 64; relu; sigmoid; sigmoid', 0.5720712)
('10; 500; 128; 64; sigmoid; sigmoid; softmax', 0.57177126)
('20; 1000; 112; 16; sigmoid; softmax; softmax', 0.5712715)
('10; 500; 96; 16; sigmoid; relu; sigmoid', 0.57067174)
('30; 500; 128; 16; sigmoid; sigmoid; sigmoid', 0.57037187)
('20; 750; 64; 48; relu; sigmoid; sigmoid', 0.57037187)
('20; 1000; 80; 48; sigmoid; relu; sigmoid', 0.569872)
('10; 750; 112; 48; sigmoid; relu; sigmoid', 0.56977206)
('30; 1000; 112; 16; sigmoid; relu; sigmoid', 0.5694722)
('20; 750; 64; 16; sigmoid; relu; softmax', 0.5692723)
('20; 1000; 80; 64; sigmoid; sigmoid; sigmoid', 0.56867254)
('10; 1000; 128; 48; relu; sigmoid; softmax', 0.5682727)
('10; 500; 128; 32; sigmoid; sigmoid; softmax', 0.5682727)
('30; 1000; 112; 16; sigmoid; relu; softmax', 0.5682727)
('10; 750; 112; 48; relu; sigmoid; softmax', 0.56817275)
('20; 750; 80; 32; relu; sigmoid; sigmoid', 0.5680728)
('10; 250; 128; 48; sigmoid; relu; softmax', 0.56777287)
('10; 250; 112; 64; sigmoid; sigmoid; sigmoid', 0.56777287)
('10; 1000; 64; 32; relu; relu; softmax', 0.56777287)
('20; 500; 64; 48; relu; sigmoid; sigmoid', 0.5672731)
('30; 500; 96; 64; sigmoid; sigmoid; softmax', 0.5671731)
('20; 1000; 64; 48; sigmoid; sigmoid; softmax', 0.5671731)
('10; 1000; 96; 64; sigmoid; relu; softmax', 0.56577367)
('20; 500; 128; 64; sigmoid; relu; softmax', 0.56557375)
('10; 1000; 96; 64; sigmoid; relu; sigmoid', 0.5652739)
('20; 750; 112; 48; sigmoid; sigmoid; sigmoid', 0.5651739)
('20; 250; 128; 16; relu; sigmoid; sigmoid', 0.56507397)
('20; 750; 64; 64; sigmoid; sigmoid; sigmoid', 0.56507397)
('10; 1000; 112; 48; sigmoid; relu; softmax', 0.5647741)
('20; 500; 80; 64; sigmoid; sigmoid; softmax', 0.5647741)
('10; 1000; 64; 16; sigmoid; relu; softmax', 0.56337464)
('20; 1000; 112; 64; relu; sigmoid; sigmoid', 0.56307477)
('20; 500; 80; 64; sigmoid; relu; softmax', 0.56287485)
('20; 750; 64; 48; sigmoid; sigmoid; softmax', 0.56267494)
('10; 500; 64; 64; sigmoid; relu; sigmoid', 0.562575)
('20; 250; 64; 32; sigmoid; sigmoid; softmax', 0.56217515)
('30; 1000; 128; 48; sigmoid; sigmoid; sigmoid', 0.5612755)
('30; 750; 64; 16; relu; sigmoid; sigmoid', 0.5612755)
('20; 750; 64; 64; sigmoid; sigmoid; softmax', 0.5607757)
('20; 500; 128; 16; sigmoid; softmax; softmax', 0.5605758)
('30; 1000; 64; 64; relu; sigmoid; sigmoid', 0.560076)
('20; 500; 128; 32; sigmoid; sigmoid; softmax', 0.559976)
('20; 250; 128; 64; sigmoid; relu; sigmoid', 0.55977607)
('20; 750; 96; 16; sigmoid; sigmoid; sigmoid', 0.55957615)
('10; 250; 112; 32; sigmoid; relu; sigmoid', 0.5594762)
('20; 500; 112; 16; sigmoid; sigmoid; softmax', 0.55907637)
('20; 1000; 96; 48; sigmoid; sigmoid; sigmoid', 0.5582767)
('10; 750; 96; 64; sigmoid; relu; sigmoid', 0.5569772)
('30; 750; 112; 32; sigmoid; softmax; softmax', 0.55667734)
('20; 500; 64; 64; sigmoid; sigmoid; softmax', 0.5564774)
('10; 750; 64; 64; sigmoid; sigmoid; softmax', 0.5558776)
